premise,hypothesis,label,Target_sentence_position,Experiment_or_filler,Number_of_propositions,Condition,group
The newscaster hounded the goalie but the cleaner cleaned the floor.,The floor cleaned the cleaner.,non-entailment,second,Experimental,two,Transitive_plausible,
The scoundrel invoiced the branch when the collector collected the stamps.,The stamps collected the collector.,non-entailment,second,Experimental,two,Transitive_plausible,
The senior judged the polygamist because the butcher cut the meat.,The meat cut the butcher.,non-entailment,second,Experimental,two,Transitive_plausible,
The caterer begrudged the sergeant after the writer described the landscape.,The landscap described the writer.,non-entailment,second,Experimental,two,Transitive_plausible,
The crew destroyed the building and the pediatrician excused the surfer.,The building destroyed the crew.,non-entailment,first,Experimental,two,Transitive_plausible,
The architect designed the house but the cabbie observed the parachutist.,The hous designed the architect.,non-entailment,first,Experimental,two,Transitive_plausible,
The student pushed the cart when the wholesaler relieved the coroner.,The cart pushed the student.,non-entailment,first,Experimental,two,Transitive_plausible,
The artist drew the portrait because the oracle hounded the shrink.,The portrait drew the artist.,non-entailment,first,Experimental,two,Transitive_plausible,
The teacher memorized the concept after the inventor acknowledged the feminist.,The concept memorized the teacher.,non-entailment,first,Experimental,two,Transitive_plausible,
The communist related the dermatologist and the blacksmith flattened the metal.,The metal flattened the blacksmith.,non-entailment,second,Experimental,two,Transitive_plausible,
The agnostic persuaded the hippie but the artist folded the paper.,The paper folded the artist.,non-entailment,second,Experimental,two,Transitive_plausible,
The trustee challenged the gastroenterologist when the carpenter hammered the nail.,The nail hammered the carpenter.,non-entailment,second,Experimental,two,Transitive_plausible,
The patent identified the foreman because the hacker hacked the system.,The system hacked the hacker.,non-entailment,second,Experimental,two,Transitive_plausible,
The deputy introduced the pitcher after the boxer hit the wall.,The wall hit the boxer.,non-entailment,second,Experimental,two,Transitive_plausible,
The player kicked the ball and the peddler snubed the opportunist.,The ball kicked the player.,non-entailment,first,Experimental,two,Transitive_plausible,
The burglar knocked the door but the nobleman watched the orthopedist.,The door knocked the burglar.,non-entailment,first,Experimental,two,Transitive_plausible,
The baker made the bread when the clown yelled the tramp.,The bread made the baker.,non-entailment,first,Experimental,two,Transitive_plausible,
The blacksmith pounded the metal because the teenager avoided the janitor.,The metal pounded the blacksmith.,non-entailment,first,Experimental,two,Transitive_plausible,
The factory produced the cars after the greek maddened the porter.,The cars produced the factory.,non-entailment,first,Experimental,two,Transitive_plausible,
The treasurer extoled the workaholic and the man protected the environment.,The environment protected the man.,non-entailment,second,Experimental,two,Transitive_plausible,
The mapmaker mentioned the art but the boxer punched the sandbag.,The sandbag punched the boxer.,non-entailment,second,Experimental,two,Transitive_plausible,
The sommelier delighted the busdriver when the boy read the magazine.,The magazin read the boy.,non-entailment,second,Experimental,two,Transitive_plausible,
The heiress haunted the despot because the carpenter sawed the wood.,The wood sawed the carpenter.,non-entailment,second,Experimental,two,Transitive_plausible,
The bear rushed the greek after the firefighter saved the life.,The lif saved the firefighter.,non-entailment,second,Experimental,two,Transitive_plausible,
The vandal shattered the window and the mailman neglected the commentator.,The window shattered the vandal.,non-entailment,first,Experimental,two,Transitive_plausible,
The pirate slashed the sail but the ex-wife bullied the kleptomaniac.,The sail slashed the pirate.,non-entailment,first,Experimental,two,Transitive_plausible,
The chef sliced the bread when the saleslady investigated the spiritual.,The bread sliced the chef.,non-entailment,first,Experimental,two,Transitive_plausible,
The child smashed the toy because the agnostic esteemed the cowboy.,The toy smashed the child.,non-entailment,first,Experimental,two,Transitive_plausible,
The player squashed the ball after the grouch contradicted the bookbinder.,The ball squashed the squash player.,non-entailment,first,Experimental,two,Transitive_plausible,
The figure-skater honored the user and the boxer suggested the idea.,The idea suggested the boxer.,non-entailment,second,Experimental,two,Transitive_plausible,
The know-it-all framed the spokeswoman but the student skipped the class.,The class skipped the student.,non-entailment,second,Experimental,two,Transitive_plausible,
The commentator belittled the sorcerer when the artist touched the canvas.,The canvas touched the artist.,non-entailment,second,Experimental,two,Transitive_plausible,
The weightlifter deprecated the deputy because the chef used the knife.,The knif used the chef.,non-entailment,second,Experimental,two,Transitive_plausible,
The shortstop framed the invalid after the person wasted the water.,The water wasted the person.,non-entailment,second,Experimental,two,Transitive_plausible,
The carpenter assembled the bookshelf and the german deceived the illustrator.,The bookshelf assembled the carpenter.,non-entailment,first,Experimental,two,Transitive_plausible,
The instructor bent the mat but the restaurateur esteemed the candidate.,The mat bent the instructor.,non-entailment,first,Experimental,two,Transitive_plausible,
The child bit the chocolate when the patron deprecated the niece.,The chocolat bit the child.,non-entailment,first,Experimental,two,Transitive_plausible,
The bartender blended the cocktail because the cheerleader choked the miser.,The cocktail blended the bartender.,non-entailment,first,Experimental,two,Transitive_plausible,
The girl carved the statue after the prince represented the juggler.,The statu carved the girl.,non-entailment,first,Experimental,two,Transitive_plausible,
