ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
4614,The customer ordered the meal the waiter because the landscaper befriended the entomologist.,Did the customer order the waiter the meal?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4615,The painter painted the portrait the niece after the clown represented the jeweler.,Did the painter paint the niece the portrait?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4616,The renegade replaced the peddler and the florist picked the flowers the friend.,Did the florist pick the friend the flowers?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4617,The branch photographed the courier but the chef prepared the feast the guests.,Did the chef prepare the guests the feast?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4618,The photographer photographed the traditionalist when the landlord rented the apartment the cousin.,Did the landlord rent the cousin the apartment?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4619,The grocer hosted the performer because the theatergoer reserved the seats the parents.,Did the theatergoer reserve the parents the seats?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4620,The commentator acknowledged the rancher after the dad rolled the ball the children.,Did the dad roll the children the ball?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4621,The conservationist saved the nuts the squirrel and the geologist perplexed the panhandler.,Did the conservationist save the squirrel the nuts?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4622,The owner secured the leash the dog but the restaurateur smacked the liberal.,Did the owner secure the dog the leash?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4623,The host set the table the guests when the commoner faced the leper.,Did the host set the guests the table?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4624,The therapist shaped the session the patient because the soothsayer swindled the welder.,Did the therapist shape the patient the session?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4625,The illusionist stole the moment the thief after the grocer poked the contender.,Did the illusionist steal the thief the moment?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4626,The gallery goaded the umpire and the guest washed the dishes the host.,Did the guest wash the host the dishes?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4627,The grandson infected the gnome but the author wrote the book the friend.,Did the author write the friend the book?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4628,The innovator deceived the camper when the chef boiled the pasta the guests.,Did the chef boil the guests the pasta?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4629,The admiral alienated the appraiser because the architect built the house the couple.,Did the architect build the couple the house?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4630,The senior tailgated the signatory after the man cashed the check the friend.,Did the man cash the friend the check?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4631,The agent chartered the yacht the tourists and the atheist eyed the shepherd.,Did the agent charter the tourists the yacht?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4632,The cleaner cleaned the house the parents but the coroner provoked the realtor.,Did the cleaner clean the parents the house?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4633,The researcher compiled the report the team when the quarterback provoked the girlfriend.,Did the researcher compile the team the report?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4634,The chef cooked the meal the family because the jester awakened the goalkeeper.,Did the chef cook the family the meal?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4635,The team cut the fruit the kids after the gambler asked the pollster.,Did the team cut the kids the fruit?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4636,The steward goaded the commentator and the mechanic fixed the car the neighbor.,Did the mechanic fix the neighbor the car?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4637,The scavenger presented the analyst but the man found the book the sister.,Did the man find the sister the book?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4638,The fool hurted the herder when the girl got the toy the cat.,Did the girl get the cat the toy?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4639,The dean enraged the doorman because the collector kept the coin the nephew.,Did the collector keep the nephew the coin?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4640,The co-worker peeved the contender after the decorator set the table the clients.,Did the decorator set the clients the table?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction_implausible
4641,The chef baked the cookies for the child and the inventor mollified the miser.,Did the chef bake the child for the cookies?,No,first,Experimental,two,BenefactiveFor_plausible
4642,The agent booked the flight for the traveler but the invader distracted the adjuster.,Did the agent book the traveler for the flight?,No,first,Experimental,two,BenefactiveFor_plausible
4643,The fisherman caught the fish for the kid when the socialist tested the scout.,Did the fisherman catch the kid for the fish?,No,first,Experimental,two,BenefactiveFor_plausible
4644,The aunt bought the toy for the nephew because the mode saluted the agnostic.,Did the aunt buy the nephew for the toy?,No,first,Experimental,two,BenefactiveFor_plausible
4645,The sculptor carved the sculpture for the student after the train entertained the veteran.,Did the sculptor carve the student for the sculpture?,No,first,Experimental,two,BenefactiveFor_plausible
4646,The dealer cheated the doorman and the architect designed the kennel for the dog.,Did the architect design the dog for the kennel?,No,second,Experimental,two,BenefactiveFor_plausible
4647,The tramp quoted the signatory but the technician fixed the computer for the friend.,Did the technician fix the friend for the computer?,No,second,Experimental,two,BenefactiveFor_plausible
4648,The passenger mentioned the hitter when the girl found the toy for the cat.,Did the girl find the cat for the toy?,No,second,Experimental,two,BenefactiveFor_plausible
4649,The cinematographer invited the extremist because the gardener grew the vegetables for the family.,Did the gardener grow the family for the vegetables?,No,second,Experimental,two,BenefactiveFor_plausible
4650,The orthopedist plagiarized the delinquent after the tailor made the dress for the sister.,Did the tailor make the sister for the dress?,No,second,Experimental,two,BenefactiveFor_plausible
4651,The customer ordered the meal for the waiter and the steward shamed the parachutist.,Did the customer order the waiter for the meal?,No,first,Experimental,two,BenefactiveFor_plausible
4652,The artist painted the picture for the niece but the embezzler pated the emissary.,Did the artist paint the niece for the picture?,No,first,Experimental,two,BenefactiveFor_plausible
4653,The florist picked the flower for the kid when the botanist acknowledged the juror.,Did the florist pick the kid for the flower?,No,first,Experimental,two,BenefactiveFor_plausible
