ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
2446,The speech aroused the activist.,Did the activist arouse the speech?,No,na,Experimental,one,ExperienerObject,plausible,No
2447,The discovery astonished the archaeologist.,Did the archaeologist astonish the discovery?,No,na,Experimental,one,ExperienerObject,plausible,Yes
2448,The monologue bored the actor.,Did the actor bore the monologue?,No,na,Experimental,one,ExperienerObject,plausible,No
2449,The buzz bothered the beekeeper.,Did the beekeeper bother the buzz?,No,na,Experimental,one,ExperienerObject,plausible,No
2450,The breeze calmed the sailor.,Did the sailor calm the breeze?,No,na,Experimental,one,ExperienerObject,plausible,No
2451,The painting captivated the curator.,Did the curator captivate the painting?,No,na,Experimental,one,ExperienerObject,plausible,No
2452,The lullaby comforted the child.,Did the child comfort the lullaby?,No,na,Experimental,one,ExperienerObject,plausible,No
2453,The equation confused the mathematician.,Did the mathematician confuse the equation?,No,na,Experimental,one,ExperienerObject,plausible,No
2454,The argument convinced the philosopher.,Did the philosopher convince the argument?,No,na,Experimental,one,ExperienerObject,plausible,No
2455,The music depressed the listener.,Did the listener depress the music?,No,na,Experimental,one,ExperienerObject,plausible,No
2456,The critique devastated the writer.,Did the writer devastate the critique?,No,na,Experimental,one,ExperienerObject,plausible,No
2457,The result disappointed the coach.,Did the coach disappoint the result?,No,na,Experimental,one,ExperienerObject,plausible,No
2458,The rejection discouraged the applicant.,Did the applicant discourage the rejection?,No,na,Experimental,one,ExperienerObject,plausible,No
2459,The litter disgusted the environmentalist.,Did the environmentalist disgust the litter?,No,na,Experimental,one,ExperienerObject,plausible,No
2460,The noise disturbed the researcher.,Did the researcher disturb the noise?,No,na,Experimental,one,ExperienerObject,plausible,No
2461,The verdict displeased the advocate.,Did the advocate displease the verdict?,No,na,Experimental,one,ExperienerObject,plausible,No
2462,The blunder embarrassed the spokesperson.,Did the spokesperson embarrass the blunder?,No,na,Experimental,one,ExperienerObject,plausible,No
2463,The feedback encouraged the student.,Did the student encourage the feedback?,No,na,Experimental,one,ExperienerObject,plausible,No
2464,The lecture enlightened the scholar.,Did the scholar enlighten the lecture?,No,na,Experimental,one,ExperienerObject,plausible,No
2465,The preview excited the director.,Did the director excite the preview?,No,na,Experimental,one,ExperienerObject,plausible,No
2466,The shadow frightened the guard.,Did the guard frighten the shadow?,No,na,Experimental,one,ExperienerObject,plausible,No
2467,The game frustrated the player.,Did the player frustrate the game?,No,na,Experimental,one,ExperienerObject,plausible,No
2468,The performance impressed the judge.,Did the judge impress the performance?,No,na,Experimental,one,ExperienerObject,plausible,No
2469,The glare irritated the driver.,Did the driver irritate the glare?,No,na,Experimental,one,ExperienerObject,plausible,No
2470,The flavor pleased the chef.,Did the chef please the flavor?,No,na,Experimental,one,ExperienerObject,plausible,No
2471,The clue puzzled the detective.,Did the detective puzzle the clue?,No,na,Experimental,one,ExperienerObject,plausible,No
2472,The ending saddened the audience.,Did the audience sadden the ending?,No,na,Experimental,one,ExperienerObject,plausible,No
2473,The meal satisfied the diner.,Did the diner satisfy the meal?,No,na,Experimental,one,ExperienerObject,plausible,No
2474,The announcement surprised the employee.,Did the employee surprise the announcement?,No,na,Experimental,one,ExperienerObject,plausible,No
2475,The verdict shocked the audience.,Did the audience shock the verdict?,No,na,Experimental,one,ExperienerObject,plausible,No
2476,The roar terrified the zookeeper.,Did the zookeeper terrify the roar?,No,na,Experimental,one,ExperienerObject,plausible,No
2477,The cloud threatened the farmer.,Did the farmer threaten the cloud?,No,na,Experimental,one,ExperienerObject,plausible,No
2478,The news thrilled the investor.,Did the investor thrill the news?,No,na,Experimental,one,ExperienerObject,plausible,No
2479,The malfunction upset the technician.,Did the technician upset the malfunction?,No,na,Experimental,one,ExperienerObject,plausible,No
2480,The forecast worried the captain.,Did the captain worry the forecast?,No,na,Experimental,one,ExperienerObject,plausible,No
2481,The committee agonized the decision.,Did the decision agonize the committee?,No,na,Experimental,one,ExperienerObject,implausible,No
2482,The audience amazed the trick.,Did the trick amaze the audience?,No,na,Experimental,one,ExperienerObject,implausible,No
2483,The children amused the cartoon.,Did the cartoon amuse the children?,No,na,Experimental,one,ExperienerObject,implausible,No
2484,The travelers angered the delay.,Did the delay anger the travelers?,No,na,Experimental,one,ExperienerObject,implausible,No
2485,The librarian annoyed the noise.,Did the noise annoy the librarian?,No,na,Experimental,one,ExperienerObject,implausible,No
2486,The activists aroused the speech.,Did the speech arouse the activists?,No,na,Experimental,one,ExperienerObject,implausible,No
2487,The scientist astonished the revelation.,Did the revelation astonish the scientist?,No,na,Experimental,one,ExperienerObject,implausible,No
2488,The students bored the lecture.,Did the lecture bore the students?,No,na,Experimental,one,ExperienerObject,implausible,No
2489,The engineer bothered the error.,Did the error bother the engineer?,No,na,Experimental,one,ExperienerObject,implausible,No
2490,The patient calmed the music.,Did the music calm the patient?,No,na,Experimental,one,ExperienerObject,implausible,No
2491,The crowd captivated the performance.,Did the performance captivate the crowd?,No,na,Experimental,one,ExperienerObject,implausible,No
2492,The baby comforted the melody.,Did the melody comfort the baby?,No,na,Experimental,one,ExperienerObject,implausible,No
2493,The detective confused the riddle.,Did the riddle confuse the detective?,No,na,Experimental,one,ExperienerObject,implausible,No
2494,The jury convinced the evidence.,Did the evidence convince the jury?,No,na,Experimental,one,ExperienerObject,implausible,No
2495,The investor depressed the news.,Did the news depress the investor?,No,na,Experimental,one,ExperienerObject,implausible,No
2496,The defendant devastated the verdict.,Did the verdict devastate the defendant?,No,na,Experimental,one,ExperienerObject,implausible,No
2497,The supporters disappointed the outcome.,Did the outcome disappoint the supporters?,No,na,Experimental,one,ExperienerObject,implausible,Yes
2498,The artist discouraged the criticism.,Did the criticism discourage the artist?,No,na,Experimental,one,ExperienerObject,implausible,No
2499,The viewer disgusted the scene.,Did the scene disgust the viewer?,No,na,Experimental,one,ExperienerObject,implausible,No
2500,The sleeper disturbed the alarm.,Did the alarm disturb the sleeper?,No,na,Experimental,one,ExperienerObject,implausible,No
2501,The client displeased the decision.,Did the decision displease the client?,No,na,Experimental,one,ExperienerObject,implausible,No
2502,The presenter embarrassed the mistake.,Did the mistake embarrass the presenter?,No,na,Experimental,one,ExperienerObject,implausible,No
2503,The researcher encouraged the results.,Did the results encourage the researcher?,No,na,Experimental,one,ExperienerObject,implausible,No
2504,The viewers enlightened the documentary.,Did the documentary enlighten the viewers?,No,na,Experimental,one,ExperienerObject,implausible,No
2505,The fans excited the announcement.,Did the announcement excite the fans?,No,na,Experimental,one,ExperienerObject,implausible,No
2506,The campers frightened the thunder.,Did the thunder frighten the campers?,No,na,Experimental,one,ExperienerObject,implausible,No
2507,The gamers frustrated the puzzle.,Did the puzzle frustrate the gamers?,No,na,Experimental,one,ExperienerObject,implausible,No
2508,The investors impressed the demonstration.,Did the demonstration impress the investors?,No,na,Experimental,one,ExperienerObject,implausible,No
2509,The speaker irritated the interruption.,Did the interruption irritate the speaker?,No,na,Experimental,one,ExperienerObject,implausible,No
2510,The readers pleased the ending.,Did the ending please the readers?,No,na,Experimental,one,ExperienerObject,implausible,No
2511,The mathematician puzzled the problem.,Did the problem puzzle the mathematician?,No,na,Experimental,one,ExperienerObject,implausible,No
2512,The friends saddened the farewell.,Did the farewell sadden the friends?,No,na,Experimental,one,ExperienerObject,implausible,No
2513,The students satisfied the explanation.,Did the explanation satisfy the students?,No,na,Experimental,one,ExperienerObject,implausible,No
2514,The recipient surprised the gift.,Did the gift surprise the recipient?,No,na,Experimental,one,ExperienerObject,implausible,No
2515,The community shocked the news.,Did the news shock the community?,No,na,Experimental,one,ExperienerObject,implausible,No
2516,The audience terrified the movie.,Did the movie terrify the audience?,No,na,Experimental,one,ExperienerObject,implausible,No
2517,The sailors threatened the storm.,Did the storm threaten the sailors?,No,na,Experimental,one,ExperienerObject,implausible,No
2518,The visitors thrilled the ride.,Did the ride thrill the visitors?,No,na,Experimental,one,ExperienerObject,implausible,No
2519,The regulars upset the change.,Did the change upset the regulars?,No,na,Experimental,one,ExperienerObject,implausible,No
2520,The doctor worried the symptoms.,Did the symptoms worry the doctor?,No,na,Experimental,one,ExperienerObject,implausible,No
2521,The student agonized the puzzle.,Did the puzzle agonize the student?,No,na,Experimental,one,ExperienerObject,implausible,No
2522,The magician amazed the illusion.,Did the illusion amaze the magician?,No,na,Experimental,one,ExperienerObject,implausible,No
2523,The comedian amused the joke.,Did the joke amuse the comedian?,No,na,Experimental,one,ExperienerObject,implausible,No
2524,The leader angered the decision.,Did the decision anger the leader?,No,na,Experimental,one,ExperienerObject,implausible,No
2525,The homeowner annoyed the complaint.,Did the complaint annoy the homeowner?,No,na,Experimental,one,ExperienerObject,implausible,No
2526,The activist aroused the speech.,Did the speech arouse the activist?,No,na,Experimental,one,ExperienerObject,implausible,No
2527,The archaeologist astonished the discovery.,Did the discovery astonish the archaeologist?,No,na,Experimental,one,ExperienerObject,implausible,No
2528,The actor bored the monologue.,Did the monologue bore the actor?,No,na,Experimental,one,ExperienerObject,implausible,No
